time[ms],R1[ohm]
896744,5837.10
897747,5984.72
898750,5935.20
899753,5812.77
900756,5837.10
901760,5526.55
902762,6009.59
903766,5764.33
904768,5812.77
905772,5861.51
906775,5597.12
907778,5861.51
908781,5886.00
909784,5886.00
910787,5861.51
911790,5984.72
912793,5984.72
913797,5959.92
914799,5812.77
915803,5837.10
916805,5935.20
917809,5644.52
918811,5886.00
919815,5886.00
920818,5910.56
921821,5716.18
922824,5837.10
923827,5837.10
924830,5861.51
925833,5861.51
926836,6160.49
927839,5886.00
928842,5837.10
929846,6009.59
930848,5910.56
931852,5812.77
932854,5837.10
933858,5910.56
934860,5764.33
935864,5861.51
936867,5861.51
937870,5910.56
938873,5740.22
939876,5910.56
940879,5861.51
941882,5935.20
942885,6135.14
943889,5886.00
944891,5837.10
945895,5597.12
946897,5788.51
947901,5837.10
948903,5910.56
949907,6135.14
950909,5812.77
951913,5861.51
952916,6009.59
953919,5837.10
954923,5886.00
955925,5959.92
956929,5861.51
957931,6059.57
958935,5812.77
959938,5837.10
960941,5573.52
961944,5861.51
962947,6185.92
963950,5788.51
964953,5788.51
965956,6059.57
966959,5910.56
967962,5740.22
968966,5837.10
969968,5764.33
970972,6009.59
971974,5837.10
972978,5861.51
973980,5573.52
974984,5910.56
975987,5984.72
976990,5837.10
977993,5861.51
978996,5740.22
979999,5837.10
981002,5886.00
982005,5910.56
983009,5861.51
984011,5788.51
985015,5837.10
986017,5812.77
987021,6059.57
988023,5837.10
989027,5788.51
990029,5479.86
991033,5764.33
992036,5812.77
993039,5692.22
994042,5837.10
995045,5837.10
996048,6084.68
997051,5861.51
998054,5861.51
999058,5620.78
1000060,5837.10
1001064,5861.51
1002066,5573.52
1003070,5812.77
1004073,5837.10
1005076,5984.72
1006080,5837.10
1007082,5861.51
1008086,5910.56
1009089,6109.87
1010092,5788.51
1011095,5812.77
1012098,5935.20
1013101,6059.57
1014105,5861.51
1015107,5812.77
1016111,5597.12
1017113,5692.22
1018117,5812.77
1019120,5837.10
1020123,5886.00
1021126,5764.33
1022130,5812.77
1023132,5935.20
1024136,5861.51
1025138,5692.22
1026142,5716.18
1027145,5910.56
1028148,5886.00
1029151,5837.10
1030154,6109.87
1031157,5764.33
1032161,5837.10
1033163,5861.51
1034167,5861.51
1035169,5550.00
1036173,5861.51
1037176,5861.51
1038179,5861.51
1039182,5692.22
1040185,5716.18
1041188,5837.10
1042192,5837.10
1043194,5837.10
1044198,6135.14
1045200,5861.51
1046204,5910.56
1047207,5764.33
1048210,5740.22
1049213,5861.51
1050217,5812.77
1051219,5861.51
1052223,6288.46
1053225,5886.00
1054229,5812.77
1055233,5812.77
1056235,5764.33
1057239,5910.56
1058241,5861.51
1059245,5620.78
1060248,5740.22
1061251,5812.77
1062254,5812.77
1063257,5935.20
1064260,5837.10
1065264,5910.56
1066266,6109.87
1067270,5837.10
1068272,5812.77
1069276,6084.68
1070279,5861.51
1071282,5886.00
1072285,5764.33
1073288,5837.10
1074291,5620.78
1075295,5740.22
1076297,5886.00
1077301,6084.68
1078303,5837.10
1079307,5886.00
1080310,5837.10
1081313,5837.10
1082316,5812.77
1083320,5837.10
1084322,5861.51
1085326,6109.87
1086328,5861.51
1087332,5740.22
1088335,5812.77
1089338,5935.20
1090341,6135.14
1091344,5861.51
1092347,5959.92
1093351,5886.00
1094353,5837.10
1095357,6034.54
1096359,5837.10
1097363,5861.51
1098366,5716.18
1099369,5837.10
